article_name,country,revision_id,article_quality,population
Laurier LaPierre,Canada,765860301,Start,37.2
Thomas McNabb,Canada,765882998,Stub,37.2
Richard Kroft,Canada,766192534,Start,37.2
William Cecil Ross,Canada,766256645,Start,37.2
John Christian Schultz,Canada,766314013,C,37.2
Lawrence Bergman,Canada,766389101,Start,37.2
Saul Polo,Canada,766438067,Stub,37.2
Marc Tanguay,Canada,766439638,Stub,37.2
Henri Bourassa,Canada,766910246,C,37.2
Kathryn Cholette,Canada,767393654,Stub,37.2
Marie Tifo,Canada,768559614,Start,37.2
Scott Reid (Newfoundland and Labrador politician),Canada,768764874,Stub,37.2
David Shepherd (Canadian politician),Canada,768786587,Stub,37.2
Bob Lagassé,Canada,768810456,Stub,37.2
Amanda Lathlin,Canada,768814794,Stub,37.2
Frederick Blake Jr.,Canada,768862415,Stub,37.2
Alfred Moses (politician),Canada,768863547,Stub,37.2
Cory Vanthuyne,Canada,768864228,Stub,37.2
Pat Angnakak,Canada,768958236,Stub,37.2
Tony Akoak,Canada,768958283,Stub,37.2
Joe Enook,Canada,768958879,Stub,37.2
David Joanasie,Canada,768959104,Stub,37.2
Pauloosie Keyootak,Canada,768959229,Start,37.2
George Kuksuk,Canada,768959407,Stub,37.2
Johnny Mike,Canada,768960023,Stub,37.2
Simeon Mikkungwak,Canada,768960087,Stub,37.2
Emilino Qirngnuq,Canada,768961961,Stub,37.2
Paul Quassa,Canada,768962064,Stub,37.2
Alexander Sammurtok,Canada,768962738,Stub,37.2
Tom Sammurtok,Canada,768962880,Stub,37.2
Joe Savikataaq,Canada,768963019,Stub,37.2
Isaac Shooyook,Canada,768963083,Stub,37.2
Robert Laxer,Canada,769536250,Start,37.2
Bev Buckway,Canada,769701399,Stub,37.2
John A. Carter (Newfoundland politician),Canada,769801452,Stub,37.2
Alexis Wawanoloath,Canada,769892952,Stub,37.2
John Mercer Johnson,Canada,770180303,Start,37.2
George Qulaut,Canada,770539254,Stub,37.2
James Chalker,Canada,770622467,Start,37.2
Peter Hyndman,Canada,770666386,Stub,37.2
Angus McKay (Manitoba politician),Canada,771125401,Start,37.2
Burr Plato,Canada,771126667,Stub,37.2
John Nuraney,Canada,771816793,Start,37.2
Patrick Wong,Canada,771816909,Stub,37.2
Greg Fergus,Canada,772074757,Start,37.2
Moe Sihota,Canada,772143645,C,37.2
Christian Dubé (politician),Canada,773033470,Stub,37.2
William Alexander Henry,Canada,773670195,Start,37.2
Raymond Guy,Canada,773730196,Stub,37.2
Anne Cools,Canada,773794183,C,37.2
William Henry Pope (Canadian politician),Canada,773944289,Start,37.2
Hugh McFadyen,Canada,774081975,B,37.2
Betty Baxter,Canada,774113266,Start,37.2
Jeremiah Travis,Canada,774219529,Stub,37.2
Sonya Biddle,Canada,774339307,C,37.2
Rick Folk,Canada,774554017,Start,37.2
Paul Delorey,Canada,775052908,Start,37.2
Jackson Lafferty,Canada,775788320,Start,37.2
Neil Windsor,Canada,776202179,Stub,37.2
Samuel Rothschild,Canada,776216624,Start,37.2
Jean-Serge Brisson,Canada,776335254,C,37.2
David Wells (politician),Canada,776738317,Stub,37.2
Joseph Markin,Canada,776860106,C,37.2
Joseph Nolin,Canada,777521501,Stub,37.2
Jules Marion,Canada,777758793,Stub,37.2
Julie Dabrusin,Canada,777783696,Start,37.2
James W. Douglas,Canada,778052470,Stub,37.2
Terry Cavanagh (politician),Canada,778444272,Start,37.2
Jose Kusugak,Canada,778689553,Start,37.2
Jerry Grafstein,Canada,779401546,C,37.2
Clyde Brown,Canada,779756954,Stub,37.2
Honoré Mercier,Canada,780233998,C,37.2
Leonard Marchand,Canada,780292774,C,37.2
John Ritchie (merchant),Canada,781221633,Stub,37.2
Kenny Blatchford,Canada,781735656,Start,37.2
Tyrone Benskin,Canada,781752285,C,37.2
Wendy Priesnitz,Canada,781861722,Stub,37.2
Tom Shypitka,Canada,782131917,Stub,37.2
Alexandre Bourdeau,Canada,782158388,Stub,37.2
Yvonne Atwell,Canada,782556135,Start,37.2
Gordon H. Fitzgerald,Canada,782557871,Start,37.2
Gordon Earle,Canada,782791446,Start,37.2
List of 1987 Canadian incumbents,Canada,782868134,Start,37.2
List of 1986 Canadian incumbents,Canada,782883488,Start,37.2
List of 1981 Canadian incumbents,Canada,782883737,Start,37.2
List of 1982 Canadian incumbents,Canada,782884363,Start,37.2
List of 1983 Canadian incumbents,Canada,782884424,Start,37.2
List of 1984 Canadian incumbents,Canada,782884501,Start,37.2
List of 1985 Canadian incumbents,Canada,782884560,Start,37.2
Emery Barnes,Canada,783059739,Start,37.2
Stephen Gough (politician),Canada,783142138,Stub,37.2
3rd Canadian Ministry,Canada,783380619,Start,37.2
1st Canadian Ministry,Canada,783380740,Start,37.2
2nd Canadian Ministry,Canada,783380794,Start,37.2
4th Canadian Ministry,Canada,783380859,Start,37.2
5th Canadian Ministry,Canada,783380895,Stub,37.2
6th Canadian Ministry,Canada,783380933,Stub,37.2
7th Canadian Ministry,Canada,783380988,Start,37.2
8th Canadian Ministry,Canada,783381017,Start,37.2
9th Canadian Ministry,Canada,783381068,Start,37.2
11th Canadian Ministry,Canada,783381234,Stub,37.2
12th Canadian Ministry,Canada,783381298,Start,37.2
13th Canadian Ministry,Canada,783381341,Stub,37.2
15th Canadian Ministry,Canada,783381425,Stub,37.2
16th Canadian Ministry,Canada,783381457,Start,37.2
17th Canadian Ministry,Canada,783381498,Start,37.2
18th Canadian Ministry,Canada,783381525,Start,37.2
19th Canadian Ministry,Canada,783381573,Start,37.2
22nd Canadian Ministry,Canada,783381714,Start,37.2
24th Canadian Ministry,Canada,783381797,Stub,37.2
26th Canadian Ministry,Canada,783381925,Start,37.2
27th Canadian Ministry,Canada,783381990,Start,37.2
28th Canadian Ministry,Canada,783382043,C,37.2
10th Canadian Ministry,Canada,783385197,Start,37.2
Samuel Street,Canada,783405075,Stub,37.2
George Denison (Canadian politician),Canada,783405405,Stub,37.2
Joseph Laporte,Canada,783406498,Stub,37.2
John McDonald (1787–1860),Canada,783406951,Stub,37.2
Henry John Caldwell,Canada,783408259,Stub,37.2
Margaret Mary Macdonald,Canada,783423815,Stub,37.2
Marilyn Bodogh,Canada,783503058,Start,37.2
Louis-Mathias Auger,Canada,783527330,Start,37.2
Granville Anderson,Canada,783695617,Start,37.2
Susan Leblanc,Canada,783759655,Start,37.2
Selim Franklin,Canada,783880928,C,37.2
Daniel Christmas,Canada,783918316,Stub,37.2
Wanda Thomas Bernard,Canada,783918538,Start,37.2
Andrew Archibald Macdonald,Canada,783986759,Start,37.2
Maurice Spector,Canada,784066286,C,37.2
Louis Riel Sr.,Canada,784120111,Start,37.2
Michael Levitt (politician),Canada,784765875,Stub,37.2
Mike Feldman,Canada,785044905,Start,37.2
Allan Grossman,Canada,785287078,Start,37.2
Mayann Francis,Canada,785439079,Start,37.2
Robert Bruce (Yukon politician),Canada,785484840,Stub,37.2
Dave Keenan,Canada,785484858,Stub,37.2
Gerald Morin,Canada,785484913,Stub,37.2
John Bruce (Canada),Canada,785485183,Stub,37.2
David Chartrand,Canada,785485193,Stub,37.2
Frank Whitehead,Canada,785485223,Stub,37.2
Frank Arthur Calder,Canada,785485255,Start,37.2
Harley Desjarlais,Canada,785485273,Stub,37.2
Malcolm Norris,Canada,785485534,Start,37.2
Walter Patrick Twinn,Canada,785485557,Stub,37.2
Eric Fairclough,Canada,785486306,C,37.2
Richard Holden (politician),Canada,785624788,Start,37.2
Pierre Curzi,Canada,785749103,Start,37.2
Richard Phillips Hotham,Canada,785771333,Stub,37.2
Tony Ince,Canada,786033113,Start,37.2
John Alan Lee,Canada,786279123,C,37.2
Joseph Schubert (politician),Canada,786402183,Start,37.2
Joseph Zuken,Canada,786402756,Start,37.2
Kalmen Kaplansky,Canada,786430694,C,37.2
Robert Kitchen,Canada,786434801,Start,37.2
Linda Frum,Canada,786532062,C,37.2
Todd Russell,Canada,786614713,Start,37.2
Charles Mair,Canada,786959195,C,37.2
Joseph Singer,Canada,786991589,Start,37.2
Maka Kotto,Canada,787109348,Start,37.2
Madame Montour,Canada,787308513,GA,37.2
Mrs. King,Canada,787351708,Start,37.2
Time and Chance (Kim Campbell),Canada,787357999,Stub,37.2
Peter Wong (Canadian politician),Canada,787490092,B,37.2
Ford Nation (book),Canada,787519192,Stub,37.2
Calvin Ruck,Canada,787883154,Start,37.2
Matthew Coon Come,Canada,787956867,Start,37.2
Jim Sinclair (politician),Canada,787958081,Start,37.2
Samuel William Jacobs,Canada,788058254,C,37.2
Simma Holt,Canada,788128207,C,37.2
Michael Nadli,Canada,788494381,Start,37.2
Mel Watkins,Canada,788712700,Start,37.2
Zvi Weinberg,Canada,788771491,Stub,37.2
Pierre Bourgault,Canada,789069809,Start,37.2
Otto Jelinek,Canada,789205102,C,37.2
Paul Vachon,Canada,789335355,C,37.2
Peg Norman,Canada,789395840,Start,37.2
Francis Cochrane,Canada,789485956,Start,37.2
Arthur D. Ganong,Canada,789819390,Start,37.2
Rob Clarke,Canada,789993529,Start,37.2
Audrey Poitras,Canada,790121036,Stub,37.2
Wayne Adams,Canada,790146902,Start,37.2
Aurélien Gill,Canada,790164231,Start,37.2
Rose Henderson,Canada,790549980,Stub,37.2
21st Canadian Ministry,Canada,790716809,Start,37.2
List of 1980 Canadian incumbents,Canada,790717599,Start,37.2
List of 1979 Canadian incumbents,Canada,790717724,Start,37.2
William Pearce Howland,Canada,791001401,Start,37.2
Bernard Cleary,Canada,791162976,Stub,37.2
Ellis Ross,Canada,791219826,Start,37.2
Dwayne Provo,Canada,791246571,Stub,37.2
Stephen Kakfwi,Canada,791313003,C,37.2
Bill Smith (Alberta politician),Canada,791447432,Stub,37.2
25th Canadian Ministry,Canada,791960968,Stub,37.2
John Norquay,Canada,791965408,B,37.2
James McKay (fur trader),Canada,791967092,Start,37.2
Maxime Goulet,Canada,791967189,Start,37.2
Dominique Anglade,Canada,792072340,Start,37.2
Lise Bacon,Canada,792072413,Start,37.2
Stephanie Cadieux,Canada,792072702,Start,37.2
Elinor Caplan,Canada,792072753,C,37.2
Andrée Champagne,Canada,792072814,Start,37.2
Mabel DeWare,Canada,792073051,Start,37.2
Sheila Finestone,Canada,792073200,Start,37.2
Larry Grossman (politician),Canada,792162965,C,37.2
Buckley Belanger,Canada,792540501,Start,37.2
Jack White (politician),Canada,792703852,Stub,37.2
Donald Oliver,Canada,792703859,Start,37.2
Rosemary Brown (politician),Canada,793099357,Start,37.2
Carl Goldenberg,Canada,793151253,Start,37.2
20th Canadian Ministry,Canada,793256720,Start,37.2
Nathan Nurgitz,Canada,793433456,Start,37.2
Jonathan McCully,Canada,793459089,Start,37.2
Charles Fisher (Canadian politician),Canada,793663465,Start,37.2
Charles Harnick,Canada,793674654,Start,37.2
Chaviva Hošek,Canada,793784273,C,37.2
Daniel Igali,Canada,793785334,Start,37.2
Tony Belcourt,Canada,794036436,Start,37.2
Blanche Brillon Macdonald,Canada,794066887,C,37.2
Christie Mjolsness,Canada,794189926,Start,37.2
Glenn McLean,Canada,794356814,Stub,37.2
Svend Robinson,Canada,794382149,C,37.2
Clément Chartier,Canada,794758453,Stub,37.2
Kamala-Jean Gopie,Canada,794990669,C,37.2
Victor Oh,Canada,795089783,Start,37.2
Jody Mitic,Canada,795119195,Start,37.2
Steve Crocker (politician),Canada,795120791,Stub,37.2
John Thomas Wolfe,Canada,795178298,Start,37.2
Jeff Leiper,Canada,795195775,Start,37.2
Shafiq Qaadri,Canada,795350036,C,37.2
Rob Davis (politician),Canada,795542891,B,37.2
Jack Austin (politician),Canada,795748380,Start,37.2
Karen Leibovici,Canada,795748471,Start,37.2
Kettly Beauregard,Canada,795748481,B,37.2
Mary Richard,Canada,795748579,Start,37.2
Ralph Steinhauer,Canada,795748650,Start,37.2
Sébastien Dhavernas,Canada,795748738,Start,37.2
Jim Morgan (Canadian politician),Canada,795941711,Stub,37.2
Chris Szarka,Canada,796025471,C,37.2
Daurene Lewis,Canada,796044360,Start,37.2
Adams George Archibald,Canada,796089695,C,37.2
Jody Wilson-Raybould,Canada,796125280,C,37.2
Edward John,Canada,796189919,Start,37.2
Minister Faust,Canada,796268918,C,37.2
Sandy Annunziata,Canada,796459891,Start,37.2
Abraham Albert Heaps,Canada,796887508,Start,37.2
Will Morin,Canada,796919522,C,37.2
Bruce Hood (ice hockey),Canada,796947531,C,37.2
Angelo Persichilli,Canada,796971964,Start,37.2
Arlene Perly Rae,Canada,797001168,Start,37.2
Arthur Mitchell (Yukon politician),Canada,797004812,C,37.2
Barney Danson,Canada,797027806,C,37.2
Mike Jakubo (curler),Canada,797072045,Stub,37.2
Bob Attersley,Canada,797089442,C,37.2
Bob McDonald (politician),Canada,797090959,Start,37.2
William Bullock Ives,Canada,797123861,Stub,37.2
Catherine Pinhas,Canada,797159542,Start,37.2
Chris Lea,Canada,797238959,Start,37.2
Christopher Porter,Canada,797246308,Start,37.2
Cornelius the First,Canada,797292539,Start,37.2
Cy Gonick,Canada,797304346,Start,37.2
Dave Porter (politician),Canada,797323057,Stub,37.2
David Lewis (politician),Canada,797329058,FA,37.2
David Orlikow,Canada,797330459,C,37.2
David Shiner (politician),Canada,797331769,C,37.2
David de Burgh Graham,Canada,797333347,C,37.2
Denis Rocan,Canada,797347498,Start,37.2
Donald Carrick,Canada,797380019,Start,37.2
Marlene Jennings,Canada,797402155,Start,37.2
Edward Greenspan,Canada,797415443,GA,37.2
Edwin A. Goodman,Canada,797417833,Start,37.2
Elijah Harper,Canada,797426664,C,37.2
Emil Moeller,Canada,797434963,Start,37.2
Eugène Rhéaume,Canada,797452786,Start,37.2
Danny Joe,Canada,797505574,Stub,37.2
David Stupich,Canada,797506199,Start,37.2
Doug Mowat,Canada,797509369,Stub,37.2
Ed Picco,Canada,797510935,Start,37.2
23rd Canadian Ministry,Canada,797625846,Start,37.2
George Hickes (Nunavut politician),Canada,797740604,Stub,37.2
29th Canadian Ministry,Canada,797743670,Start,37.2
Gilbert Grant,Canada,797754805,Stub,37.2
Rocky Jones,Canada,797770312,C,37.2
Max Saltsman,Canada,797863007,C,37.2
David Birnbaum,Canada,798131587,Start,37.2
Honoré Jackson,Canada,798234685,Start,37.2
Howard Epstein,Canada,798245817,Start,37.2
Hugh Segal,Canada,798251516,C,37.2
George Hees,Canada,798263505,C,37.2
Dan Goldstick,Canada,798334711,C,37.2
J. B. Salsberg,Canada,798339304,C,37.2
Jack Marshall (Canadian politician),Canada,798344195,Start,37.2
Jack Ramsay (politician),Canada,798344600,Start,37.2
James Pasternak,Canada,798358913,Start,37.2
Jamey Heath,Canada,798361876,Start,37.2
Hunter Tootoo,Canada,798371441,C,37.2
Jean D'Amour,Canada,798377541,Start,37.2
Jim Silye,Canada,798406590,Start,37.2
Joe Oliver (politician),Canada,798417174,C,37.2
John Cobb (Manitoba politician),Canada,798425800,Stub,37.2
John Turmel,Canada,798443833,C,37.2
Johnny Abel,Canada,798446107,Stub,37.2
Jonah Schein,Canada,798449309,C,37.2
Jonathan Genest-Jourdain,Canada,798449933,Start,37.2
Joseph Howe,Canada,798455379,C,37.2
Josh Matlow,Canada,798458572,C,37.2
Joyce Hayden,Canada,798484154,Start,37.2
"Margaret Lally ""Ma"" Murray",Canada,798489930,B,37.2
Ken Dillen,Canada,798516495,Start,37.2
Larry Smith (Canadian politician),Canada,798593125,Start,37.2
Joey Smallwood,Canada,798601275,C,37.2
Lawrence O'Brien,Canada,798604158,Start,37.2
Leonard Braithwaite,Canada,798620874,C,37.2
Carla Qualtrough,Canada,798624424,Start,37.2
Lincoln Alexander,Canada,798642074,B,37.2
Linda Hepner,Canada,798643327,Stub,37.2
Lionel Perez (politician),Canada,798647539,C,37.2
List of 2006 Canadian incumbents,Canada,798650774,Start,37.2
Olayuk Akesuk,Canada,798737752,Stub,37.2
David Oppenheimer,Canada,798758111,C,37.2
Dan Ruimy,Canada,798796069,Start,37.2
Dan Vandal,Canada,798799828,FA,37.2
Maitland Steinkopf,Canada,798871490,Start,37.2
Majid Jowhari,Canada,798871705,Start,37.2
Manon Perreault,Canada,798881194,Start,37.2
Marc-André Blanchard,Canada,798885540,Stub,37.2
Margaret Haile,Canada,798889325,Start,37.2
Margarett Best,Canada,798890231,C,37.2
Mark Warner (Canadian politician),Canada,798903118,C,37.2
Marty Dolin,Canada,798912223,Start,37.2
Mary Anne Chambers,Canada,798914677,Start,37.2
Mary-Woo Sims,Canada,798919482,Start,37.2
Alice Parizeau,Canada,798937055,Start,37.2
Brit Griffin,Canada,798937308,Stub,37.2
Madeleine Ferron,Canada,798938772,Start,37.2
14th Canadian Ministry,Canada,798940689,Start,37.2
Eleanor Millard,Canada,798940946,Start,37.2
Darcie Lanthier,Canada,798952867,Stub,37.2
Guy Laforest,Canada,798960213,Stub,37.2
Michael Thompson (Canadian politician),Canada,798983293,C,37.2
Mike Cardinal,Canada,798995485,Start,37.2
Mike Crawley,Canada,798995778,Stub,37.2
Milton L. Klein,Canada,799005298,Start,37.2
Mira Spivak,Canada,799011520,Start,37.2
Morris Gray,Canada,799036149,C,37.2
Dave Barrett,Canada,799043135,C,37.2
Dave Batters,Canada,799043330,Start,37.2
Murray Sinclair,Canada,799053101,C,37.2
Myron Wolf Child,Canada,799062853,C,37.2
Nancy Ruth,Canada,799077170,C,37.2
Penny Collenette,Canada,799116194,Stub,37.2
Nazanin Afshin-Jam,Canada,799125348,C,37.2
Oscar Lathlin,Canada,799411236,Start,37.2
Pascal Breland,Canada,799465078,Start,37.2
Percy Paris,Canada,799499229,C,37.2
Peter Shurman,Canada,799512567,C,37.2
Pierre Bourque (journalist),Canada,799526024,Start,37.2
Jacques Demers,Canada,799552243,C,37.2
Adamee Komoartok,Canada,799600278,Stub,37.2
Greg Power,Canada,799679888,Start,37.2
Gary Malkowski,Canada,799705143,C,37.2
Jennifer Campeau,Canada,799725974,Stub,37.2
John B. Boucher,Canada,799748848,Stub,37.2
Frank Mahovlich,Canada,799780899,C,37.2
Louis Schmidt,Canada,799797763,Stub,37.2
Pierre Delorme,Canada,799846797,Start,37.2
Robert Hugh Pickering,Canada,799881590,Start,37.2
Ray Novak,Canada,799892094,Start,37.2
Reza Moridi,Canada,799929020,C,37.2
Richard Nerysoo,Canada,799942318,Start,37.2
Rick Laliberte,Canada,799947874,Start,37.2
Paul Godfrey,Canada,799963923,C,37.2
Roger Teillet,Canada,799990898,C,37.2
Russell Doern,Canada,800019168,C,37.2
Dan Biocchi,Canada,800020168,Start,37.2
Tymofei Koreichuk,Canada,800029158,Start,37.2
Salma Ataullahjan,Canada,800056169,Start,37.2
Saul Cherniack,Canada,800080920,C,37.2
Saulie Zajdel,Canada,800081033,C,37.2
Serge Kujawa,Canada,800116795,Stub,37.2
Shelly Glover,Canada,800142250,Start,37.2
Michael Coteau,Canada,800151703,Start,37.2
Sidney Green (politician),Canada,800160770,C,37.2
Don Getty,Canada,800266135,FA,37.2
Aida McAnn Flemming,Canada,800283381,C,37.2
Dona Cadman,Canada,800287023,C,37.2
Jack Kavanagh (politician),Canada,800314476,Stub,37.2
Mifflin Wistar Gibbs,Canada,800360207,C,37.2
Douglas Wilson (activist),Canada,800419860,Start,37.2
Doyle Vermette,Canada,800450841,Start,37.2
Dean Del Mastro,Canada,800492990,B,37.2
Ravi Kahlon,Canada,800568029,Start,37.2
John Robarts,Canada,800599813,C,37.2
Oliver Mowat,Canada,800599833,C,37.2
Brian Bowman (politician),Canada,800608742,Start,37.2
Michelle Stilwell,Canada,800618415,C,37.2
Stephen Khan,Canada,800694573,Stub,37.2
Stuart Parker (politician),Canada,800714107,C,37.2
Rod Bruinooge,Canada,800714862,C,37.2
Ian Strachan (Newfoundland and Labrador politician),Canada,800767398,Stub,37.2
Linda Thom,Canada,800796896,Start,37.2
Thomas Steen,Canada,800857103,B,37.2
Tom Long (politician),Canada,800996120,Start,37.2
Tom Marshall (politician),Canada,800996246,C,37.2
Tom Pentefountas,Canada,800996740,Start,37.2
Tony Whitford,Canada,801005062,Start,37.2
Ulrick Chérubin,Canada,801052215,Start,37.2
Kevin Clarke (politician),Canada,801062222,C,37.2
Victor Goldbloom,Canada,801107972,Start,37.2
Amor De Cosmos,Canada,801119577,C,37.2
Vivian Bercovici,Canada,801131548,Stub,37.2
Mitzie Hunter,Canada,801137682,Start,37.2
Wajid Khan (Canadian politician),Canada,801147129,C,37.2
Bob Simpson (Canadian football),Canada,801150692,Start,37.2
Monarchism in Canada,Canada,801229953,FA,37.2
William Peyton Hubbard,Canada,801262263,B,37.2
William Tobias,Canada,801265957,Stub,37.2
Howie Meeker,Canada,801311738,C,37.2
Yolande James,Canada,801315125,C,37.2
Zanana Akande,Canada,801330223,GA,37.2
Chrétien: The Will to Win,Canada,801420063,Stub,37.2
David Sprague,Canada,801435411,Stub,37.2
James Bourque,Canada,801445314,Start,37.2
List of the first LGBT holders of political offices in Canada,Canada,801478113,B,37.2
Elzéar Goulet,Canada,801509285,Start,37.2
Lenore Zann,Canada,801552187,C,37.2
Sinclair Stevens,Canada,801577882,C,37.2
Seymour Trieger,Canada,801613552,Stub,37.2
El-Farouk Khaki,Canada,801687001,C,37.2
Red Kelly,Canada,801719057,C,37.2
Mel Hurtig,Canada,801801385,C,37.2
Izzy Asper,Canada,801827214,C,37.2
Adam Olsen,Canada,801839290,Stub,37.2
Eric Robinson (Canadian politician),Canada,801889106,Start,37.2
Vivienne Poy,Canada,801959410,Start,37.2
Marvin Rotrand,Canada,801986366,Start,37.2
Charles Tupper,Canada,801986687,FA,37.2
Errick Willis,Canada,801987339,C,37.2
Hector-Louis Langevin,Canada,801993546,C,37.2
Paul Joseph James Martin,Canada,801997418,C,37.2
Norman Kwong,Canada,802049787,C,37.2
Mark Adler (politician),Canada,802077342,Start,37.2
Lise Thibault,Canada,802249682,C,37.2
Peter Fonseca,Canada,802312628,Start,37.2
Viola Wyse,Canada,802355647,C,37.2
Lionel Conacher,Canada,802361813,GA,37.2
Marie-Françoise Mégie,Canada,802394961,Stub,37.2
Greg Joy,Canada,802395362,Start,37.2
Emmanuel Dubourg,Canada,802395814,Start,37.2
Ezekiel Hart,Canada,802517397,GA,37.2
James Gladstone,Canada,802527892,Start,37.2
Peter Ittinuar,Canada,802627124,Start,37.2
Michael Strange (boxer),Canada,802640657,Start,37.2
Robert Libman,Canada,802702841,C,37.2
James Reid (Newfoundland politician),Canada,802877579,Stub,37.2
Lucien Bouchard,Canada,803111371,C,37.2
Richard Legendre,Canada,803282748,Start,37.2
Marc-Boris St-Maurice,Canada,803374653,Start,37.2
Don Meredith (politician),Canada,803645146,GA,37.2
Gila Martow,Canada,803652579,Start,37.2
John McCreedy,Canada,803710066,Stub,37.2
Monte Kwinter,Canada,803872492,C,37.2
Ike Awgu,Canada,803918443,Start,37.2
Nerene Virgin,Canada,803930779,C,37.2
Frederick Carter,Canada,803934729,Start,37.2
Bob McLeod (politician),Canada,803946300,Start,37.2
Steven Fletcher (politician),Canada,803973415,B,37.2
Brian Pallister,Canada,804018841,GA,37.2
Trevor Kennerd,Canada,804103114,Stub,37.2
Kevin Chief,Canada,804118985,Start,37.2
Donald Creighton,Canada,804139515,B,37.2
Jack Radford,Canada,804143236,Stub,37.2
