page,country,rev_id
Charles William Hutton,Cape Colony,680205631
Bernardo Grinspun,Argentina,680370867
Chairman of the Island Council (Pitcairn),Pitcairn Islands,680532939
Michael Konelios,Marshall Islands,680614363
Malik Khuda Buksh Tiwana,Pakistan,680618398
Barry Hynes,Canada,680618797
"Domonkos II, Archbishop of Esztergom",Hungary,680629551
Veríssimo Aguiar Cabral,Portugal,680680191
Federico Policani,Panama,680722683
Alexander Barybin,Russia,680886613
Hossam Arafat (politician),Palestinian Territory,680933208
Book:Australian Prime Ministers,Australia,680981536
Laura Alvarez,United Kingdom,681177706
Template:Israel-politician-stub,Israel,681201779
Mirosław Czech,Poland,681605695
Poli Karastoyanova,Bulgaria,682145001
Actisanes,Ethiopia,682149007
Azhar Cachalia,South Africa,682166816
William Fairbridge,Rhodesian,682576258
Simona-Alice Man,Romania,682928660
Jerônima Mesquita,Brazil,683020488
Template:RiversState-politician-stub,Nigeria,683127263
Jose Solis,Philippines,683282915
Viriato Fiallo,Dominican Republic,683417360
Template:Presidents of Botswana,Botswana,683426884
Rodolfo Gabrielli,Argentina,683631802
Eli Wong,Malaysia,683715284
Horácio de Matos,Brazil,683946857
Template:Abia State-politician-stub,Nigeria,683996491
Robert Sych,Poland,684023803
Marek Krzysztof Jeleniewski,Poland,684023859
Brendan Howard,Canada,684050793
Benigno Andrade Flores,Ecuador,684060626
Yury Zaostrovtsev,Russia,684179656
Patrick Mutono,Uganda,684295893
Giuseppe Fenaroli Avogadro,Italy,684464777
Afonso Pedro Canga,Angola,684499128
Wilhelm von Wedell-Piesdorf,Germany,684525811
Hans Graf von Schwerin-Löwitz,Germany,684537777
Geoff Muntz,Australia,684542057
Martiros Sarukhanyan,Armenia,684660655
Maria del Pilar Hurtado,Colombia,684804678
Giovanni Bovara,Italy,684821806
Zvonimir Mršić,Croatia,684859066
Julius Muthamia,Kenya,684879320
Wilson Callan,Canada,684903534
Rod Moores,Canada,684903869
Georges Adwan,Lebanon,685116600
Muhammad Musa al-Amri,Yemen,685320824
Murray Hill Incorporated,United States,685347694
Aníbal Diniz,Brazil,685720694
Slaheddine Ben Mbarek,Tunisia,686050095
Ali Fawzi Rebaine,Algeria,686269631
Jochen Ott,Germany,686349441
Aleksander Miller,Poland,686375687
Sergei Gaidukevich,Belarus,686406513
President of Taiwan,Taiwan,686619225
Siosifa Tuʻitupou Tuʻutafaiva,Tonga,686777395
Template:Denmark-politician-stub,Denmark,686829001
Qandil Cabinet,Egypt,687093229
Ivo Andrić-Lužanski,Bosnia-Herzegovina,687109778
Earl Asim Martin,Saint Kitts and Nevis,687127320
Raúl Borrás,Argentina,687130572
Roque Carranza,Argentina,687134370
Germán López (politician),Argentina,687138552
Template:IranElectoralHistory,Iran,687159311
Electoral history of Mohammad Khatami,Iran,687159388
Electoral history of Mahmoud Ahmadinejad,Iran,687159391
Electoral history of Ali Larijani,Iran,687159546
Meng Xiangwei,China,687160422
House of Theemuge,Maldives,687285060
Ata Messan Ajavon Zeus,Togo,687492743
John Rogers (Irish lawyer),Ireland,687613810
Mustafa Osman Obeid Salim,Sudan,687837173
Tito Hoz de Vila,Bolivia,687882717
Alexandré Barro Chambrier,Gabon,688145583
Md. Moniruzzaman Moni,Bangladesh,688430552
Benjamin Green Freeman,Liberia,688501356
Han Tha Myint,Myanmar,688524967
Willem Buys,Netherlands,688537236
Joseph Gustave Ernest Allard,Belgium,688590526
Takis Papageorgopoulos,Greece,688695923
List of 2010 Canadian incumbents,Canada,688697227
Zhu Haowen,China,688763099
Abu Samah Mohd Kassim,Malaysia,689248087
Stanislaus Okurut,Uganda,689614169
Template:Current Kazakh Cabinet,Kazakhstan,689844012
Ilmi Hallsten,Finland,689893447
Zhao Dezun,China,689932213
Mario Occhiuto,Italy,689944992
Leszek Deptuła,Poland,689950541
Sergei Walter,Ukraine,690074710
List of mayors of Radoviš,Macedonia,690088836
"Péter Szilágyi (politician, 1981)",Hungary,690152474
Harold Collins (Canadian politician),Canada,690205437
R. G. Balan,Malaysia,690430012
Vítor Aleixo,Portugal,690548204
Tuomas Pohjanpalo,Finland,690700220
Zhang Chang (Han),China,690768683
Lei Chunmei,China,690770856
Franci Slak,Slovenia,691045510
Abdus Sattar Mondal,Bangladesh,691201135
Bashir Saadawi,Libya,691346630
Igwe Aja-Nwachukwu,Nigeria,691389889
Speaker of the Legislative Assembly of the Province of Canada,Canada,691747234
Josif Pashko,Albania,692123101
Ahmed Jamsheed Mohamed,Maldives,692141335
Kerfalla Yansané,Guinea,692173141
Amadou Konare,Mali,692298286
João Alberto de Souza,Brazil,692475749
Mote Terukaio,Kiribati,692502721
Tekiau Aretaateta,Kiribati,692502986
Marie-José Laloy,Belgium,692684868
Émile Marie Laurent,France,693011077
Mahamat Hissene,Chad,693055898
Rafael Tobias de Aguiar,Brazil,693179500
Phạm Thị Trân Châu,Vietnam,693208023
David Pacha,Solomon Islands,693211421
Charles Oboth Ofumbi,Uganda,693292931
Lu Ruilin,China,693336296
Lalbuaia,India,693337130
Ian Brossat,France,693338177
Yuan Baocheng,China,693354280
Pumla Kisosonkole,Uganda,693388584
Ivo Nesrovnal,Slovakia,693431430
Pekka Pesola,Finland,693514155
Jean Capelle (politician),France,693552292
Magnús Norðdahl,Iceland,693573541
John Blades Currey,Cape Colony,693624260
Li Zaihe,China,693661018
Guillermo Montenegro,Argentina,693714773
Khas-Ochiryn Luvsandorj,Mongolia,693721533
Michele Columbu,Italy,693748230
Li Sancai,China,693817205
Martin Zephyr,Guyana,694039903
Khadyr Saparlyev,Turkmenistan,694084978
Arouna Mama,Benin,694112087
List of Dutch politicians,Netherlands,694313944
Robert Bohn Sikol,Vanuatu,694335820
Javier Reátegui,Peru,694337217
Mamadou Djigué,Mali,694364743
Zaur Avidzba,Abkhazia,694519009
Nyamyn Jagvaral,Mongolia,694557304
Mahadeo Deole,India,694588693
Ngo Dinh Khoi,Vietnam,694815600
Jorge Lemus,Argentina,694889020
Viktor Magnus von Born,Finland,694949199
Lennart Byman,Finland,694949347
Hamid Khan Achakzai,Pakistan,694954386
Johan Helo,Finland,694969219
Gunnar Henriksson,Finland,694969272
Cecilia Soria,Argentina,695276940
Francisco de Arango y Parreño,Cuba,695389357
Tian Xiangli,China,695393414
Ridha Charfeddine,Tunisia,695405443
Tjapko Poppens,Netherlands,695633280
Pradip Kumar Gyawali,Nepal,695644408
Thierry Poyet,Monaco,695938011
Eric Elena,Monaco,695941127
Template:Azerbaijan-diplomat-stub,Azerbaijan,696105770
Kalikst Witkowski,Poland,696119166
Nikos Markatos,Greece,696253449
Dobrilo Dedeić,Montenegro,696310078
Navin Patel,Fiji,696350624
Christopher Nwankwo,Nigeria,696479863
Electoral history of Atal Bihari Vajpayee,India,696606312
Khanzahi,Iran,696608092
Palden Tsering Gyamtso,India,696608668
Soledad Sosa,Argentina,697009255
Shafi U Ahmed,Bangladesh,697267319
Omar Benjelloun,Morocco,697280332
Fernão Martins da Fonseca Coutinho,Portugal,697369222
Jean-François Robillon,Monaco,697507956
Lhatu Wangchuk,Bhutan,697511001
Tek Bahadur Gurung,Nepal,697556836
Mohammad Sultan,Bangladesh,697559666
Gaya Prasad,India,697662367
Political Bureau of the Central Committee of FRELIMO,Mozambique,697742639
Old Men Forget,United Kingdom,697897076
Satini Manuella,Tuvalu,697908533
S. Ganesan,India,698048774
"Rhinoceros Party of Canada candidates, 1980 Canadian federal election",Canada,698077739
"Salvador Bermúdez de Castro, 2nd Duke of Ripalda",Spain,698093715
Rameshwor Phuyal,Nepal,698241676
Rishi Kattel,Nepal,698253253
Template:GuineaPMs,Guinea,698266236
Peter Arnold (politician),Australia,698345894
Sushila Chaudhary,Nepal,698571611
Mahendra Dhoj G.C.,Nepal,698571613
Sher Bahadur Tamang,Nepal,698571631
Hari Bahadur Khadka,Nepal,698571634
Tirtha Bahadur Lama,Nepal,698571661
Vishwendraman Pashwan,Nepal,698571662
Tuluram Rajbanshi,Nepal,698571672
Hari Lal Joshi,Nepal,698571717
Arjun Jang Bahadur Singh,Nepal,698571731
Prem Lal Singh,Nepal,698571738
Sebaki Devi Das Tatma,Nepal,698571745
Chandra Bahadur Gurung,Nepal,698571747
Krishna Das Shrestha,Nepal,698571748
Om Prakash Yadav Gulzari,Nepal,698571750
Omprakash Yadav,Nepal,698571758
Hari Parajuli,Nepal,698571782
Ishwar Dayal Mishra,Nepal,698571785
Sher Dhan Rai,Nepal,698571803
Bhim Bahadur Tamang,Nepal,698572100
Bedanand Jha,Nepal,698572160
Mohan Prasad Pandey,Nepal,698572183
Shekha Nath Adhikari,Nepal,698572200
Dev Raj Joshi,Nepal,698572239
Tarinee Datt Chataut,Nepal,698572252
Rabindra Nath Sharma,Nepal,698572269
Tek Bahadur Chokhyal,Nepal,698572288
Dip Kumar Upadhaya (Lamichhane),Nepal,698572291
Brijesh Kumar Gupta,Nepal,698572322
Harka Bahadur Singh,Nepal,698572326
Narayani Datt Chataut,Nepal,698572327
Mohammad Estiyak Rai,Nepal,698573619
Rameshwor Prasad Dhungel,Nepal,698573648
Parbati Chaudhary,Nepal,698573657
Ram Hari Subedi,Nepal,698573663
Malabar Singh Thapa,Nepal,698573690
Yagya Bahadur Basnyat,Nepal,698573707
Narayan Singh Pun,Nepal,698573738
Ram Ayodhya Prasad Yadav,Nepal,698575586
Ramnath Dhakal,Nepal,698575613
Sher Bahadur Kunwor,Nepal,698575620
Ram Bir Manandhar,Nepal,698575646
Radhe Chandra Yadav,Nepal,698575662
Til Kumar Menyangbo Limbu,Nepal,698575677
Tirtha Ram Dangol,Nepal,698575695
Rajendra Kumar KC,Nepal,698575714
Lekh Nath Neupane,Nepal,698582041
Frank Lark,New Zealand,698635954
Dorji Namgyal,Bhutan,698806662
Ugyen Tshering,Bhutan,698806682
Ibrahim Didi,Maldives,698807297
Ibrahim Saleem,Maldives,698807322
Mohamed Munavvar,Maldives,698807325
Mohamed Zahir Hussain,Maldives,698807337
Azima Shukoor,Maldives,698807345
Mohamed bin Hajj Ali Thukkala,Maldives,698807371
Mahmood Razi,Maldives,698807791
"List of members of the Løgting, 1998–2002",Faroese,698865505
Kumaraswamy Nandagopan,Sri Lanka,698946168
V. Sivayogan,Sri Lanka,698946169
P. Ariyaratnam,Sri Lanka,698947539
V. Edirmannasingham,Sri Lanka,698947672
K. Vignarajah,Sri Lanka,698947841
M. Manickam,Sri Lanka,698948097
S. R. P. Sraiva,Sri Lanka,698948150
Štefan Osuský,Slovakia,698964210
Elżbieta Branicka,Poland,699022350
S. Pasupathipillai,Sri Lanka,699090098
Ananda Kumarasiri,Sri Lanka,699090515
Manuel Martin (conquistador),Spain,699093655
Thein Tun,Myanmar,699105110
Khin Yi,Myanmar,699105313
Win Aung,Myanmar,699105350
Sao Seng Suk,Myanmar,699105456
Maung Oo,Myanmar,699105911
Nai Htaw Sorn,Myanmar,699105927
Sein Myint,Myanmar,699105952
Khin Maung Thein,Myanmar,699105999
Kyaw Swa Khaing,Myanmar,699106128
Khin San Hlaing,Myanmar,699106152
Tin Hlaing,Myanmar,699106649
Thein Swe,Myanmar,699106665
Mohammad Temim,Morocco,699136209
Teodor Szybiłło,Poland,699143672
Prapat Panyachatraksa,Thailand,699197059
Suwat Liptapanlop,Thailand,699197123
Sutham Sangprathum,Thailand,699197323
Virachai Virameteekul,Thailand,699197850
Theera Wongsamut,Thailand,699198463
Kraisak Choonhavan,Thailand,699198744
Chob Yodkaew,Thailand,699199094
Mönkhchuluuny Zorigt,Mongolia,699217035
Nyamjavyn Batbayar,Mongolia,699217197
Fritz Hofmann (politician),Switzerland,699244801
Mohammad Amjad,Pakistan,699260156
Andriy Veselovsky,Ukraine,699336500
Ivan Maistrenko,Ukraine,699336835
Yury Lutovinov,Russia,699336991
Ihor Kharchenko,Ukraine,699337057
Mykola Hrabar,Ukraine,699337076
Emil Byk,Austria,699337845
Ihor Dushyn,Ukraine,699338274
Victor Său,Moldova,699338569
Vasiliy Pokotilo,Russia,699339086
Iuliana Gorea-Costin,Moldova,699339429
Alexandru Codreanu,Moldova,699339451
Paweł Adamowicz,Poland,699339741
Ioan Străjescu,Romania,699339799
Alexandru Cantacuzino,Romania,699339851
Eugen Bejinariu,Romania,699340034
Juliusz Leo,Poland,699340111
Leo Goldhammer,Israel,699340192
Ivan Tkachenko (politician),Moldova,699340750
Yevsey Gindes,Azerbaijan,699340982
Pavel Parasca,Moldova,699341069
Albin Dunajewski,Poland,699341077
Sospeter Machage,Kenya,699341277
Franciszek Bajorek,Poland,699359388
Mohamed Charfi,Tunisia,699363937
Don Ferguson (South Australian politician),Australia,699385095
Keith Plunkett,Australia,699387282
Kym Mayes,Australia,699387500
Max Brown (politician),Australia,699387764
Wyllys–Haynes family,United States,699520934
Viktor Anpilov,Russia,699565471
Derek Nally,Ireland,699589239
Fiqirete Shehu,Albania,699674395
Fan Chuo (Tang dynasty),China,699691415
Óscar Moncada,Nicaragua,699692070
José Abel,East Timorese,699698855
Yahya Al-Mutawakel,Yemen,699698896
Óscar González (politician),Mexico,699700649
Rosebud Kurwijila,Tanzania,699701755
Constantin Angelescu,Romania,699739069
Ivan Marazov,Bulgaria,699876153
William Henry Dillon Bell,New Zealand,699931269
Ibrahim Ismail (politician),Maldives,699979806
Choudry Mohammad Sadiq,Pakistan,700002117
William Lundström,Finland,700027061
Ivon Wardle,Australia,700061282
Alexandre-François Vivien,France,700172278
Andrea Törnestam,Sweden,700180948
Natisio Loluke,South Sudan,700307974
Teker Riek Dong,South Sudan,700312550
Sydney Innes-Noad,Australia,700355020
Joseph Beeston,Australia,700355034
John Hall (New South Wales politician),Australia,700355073
Tórbjørn Poulsen,Faroese,700400143
Jacek Majchrowski,Poland,700445444
Antão Martins Homem,Portugal,700458967
Charles Chaumet,France,700474660
Albert Roussin,France,700475564
Léon Martin Fourichon,France,700476319
Louis Raymond de Montaignac de Chauvance,France,700476353
Fritz Heckert,Germany,700669417
Grand Empress Dowager Shangguan,China,700670718
Zaharije Trnavčević,Serbia,700719585
Mohamed Kamel Leilah,Egypt,700864508
Aleksandr Zolotarev,Ukraine,700932354
Timothy Ting,Taiwan,701014752
Moinuddin Ahmed Chowdhury,Bangladesh,701047665
Dewan Farid Gazi,Bangladesh,701048027
Tawfik Tirawi,Palestinian Territory,701106976
Léon de la Fontaine,Luxembourg,701219833
Mārtiņš Antons,Latvia,701394744
Aigars Prūsis,Latvia,701395219
Kumar Lingden,Nepal,701431224
Samuel R. Spencer,United States,701437626
Winston Jessurun,Suriname,701452937
Nikolay Goloded,Belarus,701588716
Alfred Edwin Winter,Australia,701742218
Minkailu Bah,Sierra Leone,701745522
Demmus Hentze,Faroese,701771698
Raimundo Colombo,Brazil,701832149
Khaled Dawoud,Egypt,701871912
Edgar V. Saks,Estonia,701896358
Samuel Yaw Adusei,Ghana,701904302
List of Nigerien politicians,Niger,701961167
Zhao Xinchu,China,701998658
Manuel Pérez (President of Nicaragua),Nicaragua,702098995
Tomas Bertelman,Sweden,702258783
U Thaung (politician),Myanmar,702355716
Chan Nyein,Myanmar,702357552
Barry Diawadou,Guinea,702484294
Antonio Mucci,Argentina,702509338
Bengt Jönsson (Oxenstierna),Sweden,702687818
Jacob Magnus Sprengtporten,Finland,702707688
Johan Oxenstierna,Sweden,702712670
Hikmat Mizban Ibrahim al-Azzawi,Iraq,702727008
Axel Lille,Finland,702729826
Nils Jönsson (Oxenstierna),Sweden,702740797
Mikhail Aleksandrovich Stakhovich,Russia,702832114
Bo Holmberg,Sweden,702875035
Lauri Kaijalainen,Finland,702893111
Hubert Gorbach,Austria,702930848
Sergei Ivanovich Tiulpanov,Russia,702949370
Veit Ludwig von Seckendorff,Germany,702964122
Giovanni Lonfernini,San Marino,702969677
Mats Svegfors,Sweden,702972334
Lamine Sidimé,Guinea,702973103
Daniel Williams (governor-general),Grenada,702974211
Nemesi Marqués Oste,Spain,702974510
Guillermo Lora,Bolivia,703029024
Young Vivian,Niuean,703037968
Ahmed al-Barak,Iraq,703053769
Wael Abdul Latif,Iraq,703053876
Dara Nur al-Din,Iraq,703053905
Mufid Mohammad Jawad al-Jazairi,Iraq,703054379
Nuri Badran,Iraq,703054420
Abdel Amir Abbud Rahima,Iraq,703054447
Ali Faik al-Ghadban,Iraq,703054465
Khodayyir Abbas,Iraq,703054481
Hashim Abderrahman al-Shibli,Iraq,703054542
Rashad Mandan Omar,Iraq,703054561
Sami Azara al-Majun,Iraq,703054581
Kamel al-Kilani,Iraq,703054633
Mohammad Jassem Khodayyir,Iraq,703054668
Carlos Durán Cartín,Costa Rica,703055426
Aniceto Esquivel Sáenz,Costa Rica,703055552
Tommy Funebo,Sweden,703060685
Garrett D. Kinney,United States,703098503
Manuel Isidoro Belzu,Bolivia,703105765
Noel Ahipeaud,Ivorian,703133769
Juan José de Amézaga,Uruguay,703183568
Francisco Javier Zaldúa,Colombia,703187650
John Willard (Australian politician),United Kingdom,703207074
Claude Lise,Martinique,703216645
"Charles Louis Bernard de Cléron, comte d'Haussonville",France,703222512
Philippe Massoni,France,703224305
David John Rankin,Canada,703226576
Aleksander Arendt,Poland,703296748
Bernard Szczęsny,Poland,703296780
Szczepan Lewna,Poland,703296853
Miguel Cárdenas,Mexico,703325745
Mohamed Lemine Ch'bih Ould Cheikh Melainine,Mauritania,703331074
Gun Carlson,Finland,703366953
Roger Jansson,Finland,703366980
Muhammad Said al-Attar,Yemen,703380433
Hassan Muhammad Makki,Yemen,703384635
Kadhi Abdullah al-Hagri,Yemen,703384656
Alan Huckle,United Kingdom,703385617
Sergei Zubatov,Russia,703386200
Olof Erland,Finland,703392035
Sune Eriksson,Finland,703392121
Fredrik Gyllenborg,Sweden,703401191
Bruno Erhard Abegg,Germany,703401364
Daniel Constantin (administrator),France,703403120
Gert Rudolph,South Africa,703405191
Anton von Winzor,Austria,703406889
Francisco Lopes,Portugal,703412803
Alberto Oreamuno Flores,Costa Rica,703416870
Zhang Anshi,China,703422434
Jacques Claude Beugnot,France,703423083
Simon Jenko,Carniolan,703436823
Nzo Ekangaki,Cameroon,703442039
Theodor Ab Yberg,Switzerland,703463813
Template:Montenegrin President,Montenegro,703477174
Park In-won,South Korean,703478926
Manuel Montt,Chile,703494680
José Antonio Mora,Uruguay,703495399
Faizanullah Faizan,Afghanistan,703507854
